name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Perth,11/15/2022,27.7,12.9,20.1,26.7,12.9,20,7.2,45.8,0,0,0,,0,0,48.6,22.3,127,1015.3,0,14.8,336.8,29.1,10,10,2022-11-15T05:09:00,2022-11-15T18:53:38,0.72,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,11/16/2022,27.6,12.7,19.5,26.6,12.7,19.5,9.7,57.3,0,0,0,,0,0,37.8,23.1,232.3,1004.7,25.8,14.2,331.8,28.6,10,10,2022-11-16T05:08:26,2022-11-16T18:54:32,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,11/17/2022,19.4,13.6,15.9,19.4,13.6,15.9,11.6,76.3,3.06,100,16.67,rain,0,0,36.4,25.7,239.7,1003.9,77.4,12.7,108.2,9.3,5,10,2022-11-17T05:07:55,2022-11-17T18:55:26,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,11/18/2022,16.4,11.3,13.5,16.4,11.3,13.5,8,71.6,5.995,100,16.67,rain,0,0,54,32,223.2,1007.9,70.9,12.6,226.2,19.5,10,10,2022-11-18T05:07:25,2022-11-18T18:56:20,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,11/19/2022,19.7,9.5,14.7,19.7,9.5,14.7,9.7,73.8,1.061,100,8.33,rain,0,0,31,20.7,215.3,1016.4,54,14.6,228.9,19.8,9,10,2022-11-19T05:06:56,2022-11-19T18:57:14,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,11/20/2022,22.6,9.5,16.8,22.6,9.5,16.8,10.2,67.3,0,0,0,,0,0,32.8,22.6,194.9,1018.9,4.8,14.9,283.7,24.7,10,10,2022-11-20T05:06:29,2022-11-20T18:58:08,0.88,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,11/21/2022,27.6,13.1,20,27,13.1,19.9,9.2,52.3,0,0,0,,0,0,50,21.6,120.6,1018.5,0.8,14.8,346.5,30,10,10,2022-11-21T05:06:04,2022-11-21T18:59:02,0.91,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,11/22/2022,33.6,16.3,24.5,31.1,16.3,23.9,6.8,34.5,0,0,0,rain,0,0,52.9,32.5,66.7,1012.9,70.1,14.2,291.6,25.3,10,10,2022-11-22T05:05:41,2022-11-22T18:59:55,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,11/23/2022,23.5,18.3,21,23.5,18.3,21,14.6,67.1,1.088,100,8.33,rain,0,0,35.6,23.7,300.6,1010.6,50.5,14.1,330,28.7,10,10,2022-11-23T05:05:20,2022-11-23T19:00:49,0.97,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,11/24/2022,22.9,14.6,19.3,22.9,14.6,19.3,11.6,62.7,0,0,0,,0,0,19.8,16.2,245.7,1012.4,74.5,14.9,224.5,19.3,10,10,2022-11-24T05:05:00,2022-11-24T19:01:42,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94612099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,11/25/2022,22.6,13.1,17.9,22.6,13.1,17.9,12.1,70.3,0.002,100,4.17,rain,0,0,21.2,16.7,257.6,1014.1,38.3,14.2,203.6,17.7,7,10,2022-11-25T05:04:42,2022-11-25T19:02:35,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"F4023,94610099999,94609099999,YPPH,95610099999,94612099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,11/26/2022,24.3,11.1,18.2,24.3,11.1,18.2,11.2,66.1,0,0,0,,0,0,45,25.9,198,1016,16.6,15,226.4,19.7,9,10,2022-11-26T05:04:25,2022-11-26T19:03:28,0.08,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,11/27/2022,24.2,13.5,18.9,24.2,13.5,18.9,10.2,57.7,0,0,0,,0,0,41,23.1,163.1,1016.6,1.6,14.2,346,29.9,10,10,2022-11-27T05:04:11,2022-11-27T19:04:21,0.11,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,YPPH,95610099999,94612099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,11/28/2022,28.3,14,21,27.3,14,20.9,9.9,51.1,0,0,0,,0,0,48.2,23.2,135.9,1015.4,0,14.2,348.1,30,10,10,2022-11-28T05:03:58,2022-11-28T19:05:13,0.15,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94602099999,94614099999,94608099999"
Perth,11/29/2022,35.3,16.6,27.4,33.1,16.6,26.4,8.2,32.8,0,0,0,,0,0,54.4,28.1,96.5,1009.6,39.3,14.2,331.8,28.6,10,10,2022-11-29T05:03:47,2022-11-29T19:06:04,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,YPPH,95610099999,94612099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,11/30/2022,29.3,20.2,25.3,28.9,20.2,25.1,12.2,48.8,0,0,0,,0,0,68.8,23.6,344.7,1005.5,54.4,13.1,345.1,29.6,10,10,2022-11-30T05:03:38,2022-11-30T19:06:56,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"F4023,94610099999,94609099999,YPPH,95610099999,94612099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,12/1/2022,22.4,18.4,20.2,22.4,18.4,20.2,14.5,69.6,0,0,0,,0,0,23,18.8,241.1,1008.8,77.9,12.4,137.2,11.9,5,10,2022-12-01T05:03:31,2022-12-01T19:07:46,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,12/2/2022,23,15,19,23,15,19,12.3,66.4,0,0,0,,0,0,29.5,20,205.2,1009.9,21.4,14.5,303.7,26.1,10,10,2022-12-02T05:03:26,2022-12-02T19:08:37,0.29,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,12/3/2022,26.2,15.4,21.3,26.2,15.4,21.3,13.7,63.6,0,0,0,,0,0,53.3,22.8,186.7,1010.7,39.7,13.1,309.4,26.9,10,10,2022-12-03T05:03:22,2022-12-03T19:09:26,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,12/4/2022,28.6,17.3,22.9,28,17.3,22.7,11.8,51.2,0,0,0,,0,0,47.5,22.8,130.2,1012.7,9.6,14.2,332,28.8,10,10,2022-12-04T05:03:20,2022-12-04T19:10:15,0.36,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,12/5/2022,26.8,15.8,21.6,27,15.8,21.6,13.5,60.7,0,0,0,,0,0,47.2,23.3,180,1012.3,45.5,14.8,305.2,26.3,10,10,2022-12-05T05:03:20,2022-12-05T19:11:03,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/6/2022,25.1,17.1,21.1,25.1,17.1,21.1,11.7,56.5,0,0,0,,0,0,52.2,23.6,170.5,1013.3,62.4,14.2,285.3,24.5,10,10,2022-12-06T05:03:22,2022-12-06T19:11:51,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,12/7/2022,30.4,14.8,22.1,28.9,14.8,21.9,9.6,47,0.019,100,4.17,rain,0,0,66.3,43,123.8,1010,28,14.3,362.8,31.4,10,10,2022-12-07T05:03:26,2022-12-07T19:12:37,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94612099999,94602099999,YPEA,94614099999,94608099999"
Perth,12/8/2022,25,18,21.3,25,18,21.3,12.2,56.9,0.125,100,4.17,rain,0,0,46.1,22.5,214.9,1007.8,38.2,14,338.3,29.3,10,10,2022-12-08T05:03:31,2022-12-08T19:13:23,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,12/9/2022,22.4,16.7,19.3,22.4,16.7,19.3,11.5,61.7,0,0,0,rain,0,0,29.2,20.6,220.7,1013,41.5,13.7,283.5,24.4,10,10,2022-12-09T05:03:38,2022-12-09T19:14:08,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,12/10/2022,23.9,13.1,19,23.9,13.1,19,9.1,55.2,0,0,0,,0,0,39.2,23.6,186.4,1017.8,9,14.2,291.1,25,9,10,2022-12-10T05:03:47,2022-12-10T19:14:52,0.57,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,12/11/2022,25.8,14.4,19.9,25.8,14.4,19.9,8.4,49.5,0,0,0,,0,0,47.5,22.5,144.3,1019.2,0.4,14.2,355.9,30.7,10,10,2022-12-11T05:03:58,2022-12-11T19:15:36,0.6,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,12/12/2022,28.7,14.2,22,27.2,14.2,21.7,5.1,35.8,0,0,0,,0,0,52.9,26.2,108.8,1016.8,1.1,14.8,355.3,30.6,10,10,2022-12-12T05:04:10,2022-12-12T19:16:18,0.63,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/13/2022,22.4,14.9,18.2,22.4,14.9,18.2,8.5,54.1,0.853,100,8.33,rain,0,0,58.7,32.5,95.8,1015,53.8,13.9,90.5,7.6,6,10,2022-12-13T05:04:25,2022-12-13T19:16:59,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94602099999,94614099999,94608099999"
Perth,12/14/2022,28.7,15.8,22,28,15.8,21.9,10.4,49.1,0,0,0,,0,0,54.7,34.8,123.5,1013.1,4.6,13.6,349.7,30.2,10,10,2022-12-14T05:04:41,2022-12-14T19:17:39,0.7,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,YPPH,YPJT,95610099999,94602099999,YPEA,94614099999,94608099999"
Perth,12/15/2022,29.4,17.3,23.8,28.4,17.3,23.6,10.9,45.4,0,0,0,,0,0,48.2,19.1,121.5,1011.6,16.2,14.2,341.5,29.6,10,10,2022-12-15T05:04:58,2022-12-15T19:18:17,0.73,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,12/16/2022,29.1,16.1,23.4,27.7,16.1,23,8.3,40.7,0,0,0,,0,0,51.5,30,100.8,1013,0.5,13.6,354.3,30.7,10,10,2022-12-16T05:05:18,2022-12-16T19:18:55,0.75,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95614099999,YPPH,95610099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,12/17/2022,28.8,16.1,22.7,28,16.1,22.5,11,49.1,0,0,0,,0,0,56.9,22.5,124.6,1012.3,4.4,14.5,368.5,32,10,10,2022-12-17T05:05:39,2022-12-17T19:19:31,0.79,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/18/2022,31.5,19.1,25.6,29.7,19.1,25,10.4,40.6,0,0,0,,0,0,48.6,21,118.7,1009.9,18.8,14.5,345.3,29.8,10,10,2022-12-18T05:06:01,2022-12-18T19:20:06,0.83,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/19/2022,35,20.7,28,32.9,20.7,26.9,8.2,31.4,0,0,0,,0,0,56.2,20.3,101.3,1007.8,55.4,14.8,311.1,27,10,10,2022-12-19T05:06:26,2022-12-19T19:20:40,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/20/2022,35.5,22,28.9,33.4,22,27.8,7.3,27,0,0,0,,0,0,55.4,23.7,134.4,1008.9,25.2,14.8,360.5,31.3,10,10,2022-12-20T05:06:52,2022-12-20T19:21:13,0.89,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/21/2022,32.4,19.8,26.6,31.1,19.8,26,9.7,35.6,0,0,0,,0,0,49,19.7,130.7,1009.8,43.4,14.7,320.8,27.6,10,10,2022-12-21T05:07:19,2022-12-21T19:21:44,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94612099999,94602099999,94614099999,94608099999"
Perth,12/22/2022,34.3,19.7,27.5,32.5,19.7,26.7,10,35.6,0,0,0,,0,0,37.1,20,126.8,1009.8,23.4,14.8,352,30.6,10,10,2022-12-22T05:07:48,2022-12-22T19:22:13,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/23/2022,34.9,21.8,27.5,32.7,21.8,26.8,11.6,40.9,0,0,0,,0,0,37.1,19,203,1009.9,5.6,14.8,353.1,30.4,10,10,2022-12-23T05:08:19,2022-12-23T19:22:42,0,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/24/2022,30.4,19.3,24.5,29.4,19.3,24.3,14.1,54.7,0,0,0,,0,0,44.3,19.9,212,1008.2,0.4,14.8,349.9,30.1,10,10,2022-12-24T05:08:51,2022-12-24T19:23:08,0.03,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/25/2022,28,17.8,22.6,27.8,17.8,22.6,15.2,64.9,0,0,0,,0,0,31.7,20.9,206,1008.2,9.2,14.6,350.8,30.2,10,10,2022-12-25T05:09:24,2022-12-25T19:23:33,0.06,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/26/2022,24.7,17,20.9,24.7,17,20.9,14.7,68.3,0,0,0,,0,0,39.6,24.5,180.3,1011.2,14.1,14.3,233.9,20.2,9,10,2022-12-26T05:09:59,2022-12-26T19:23:57,0.09,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/27/2022,24.8,15.1,20.7,24.8,15.1,20.7,12.5,60.7,0,0,0,,0,0,49,24.8,195.7,1017.9,17.3,14.8,343.7,29.8,10,10,2022-12-27T05:10:35,2022-12-27T19:24:19,0.13,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/28/2022,29.6,14.8,21.8,28.4,14.8,21.6,9.3,47,0,0,0,,0,0,38.9,18.5,137.5,1018.7,0,14.8,358.4,31,10,10,2022-12-28T05:11:12,2022-12-28T19:24:40,0.16,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/29/2022,33.1,16.5,24.5,30.8,16.5,23.9,9.1,41.4,0,0,0,,0,0,47.9,23.4,146.1,1013,0,14.8,346,29.9,10,10,2022-12-29T05:11:51,2022-12-29T19:24:59,0.2,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/30/2022,30,15.8,22.9,28.9,15.8,22.7,13.6,59.4,0,0,0,,0,0,41,18,231.9,1008.7,3,14.5,356.7,30.9,10,10,2022-12-30T05:12:31,2022-12-30T19:25:16,0.25,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,12/31/2022,24.7,17.3,20.7,24.7,17.3,20.7,13.7,65.5,0,0,0,,0,0,49.7,26.9,195.9,1009.1,57.6,13.4,283.8,24.5,10,10,2022-12-31T05:13:12,2022-12-31T19:25:31,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/1/2023,26.1,15.9,21,26.1,15.9,21,11.5,55.6,0,0,0,,0,0,46.4,24.7,184.5,1011.9,28.6,14.8,347,30,10,10,2023-01-01T05:13:54,2023-01-01T19:25:45,0.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/2/2023,31.6,15.8,24.3,29.5,15.8,23.6,7.7,38.6,0,0,0,,0,0,49,18.6,120.7,1012.5,2.9,14.8,344,29.8,10,10,2023-01-02T05:14:38,2023-01-02T19:25:57,0.33,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/3/2023,34.1,17.4,26.2,31.8,17.4,25.3,9.1,37.2,0,0,0,,0,0,52.6,21.1,112.5,1012,8.1,14.8,353.8,30.6,10,10,2023-01-03T05:15:22,2023-01-03T19:26:08,0.37,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/4/2023,34.8,17.4,26.4,32.6,17.4,25.6,9.8,38.8,0,0,0,,0,0,59.4,19.9,99.5,1010.6,0,15,346.5,30.1,10,10,2023-01-04T05:16:08,2023-01-04T19:26:17,0.4,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/5/2023,36.8,20.1,28.8,34.2,20.1,27.8,9.2,32.7,0,0,0,,0,0,61.2,21.2,93.2,1007.7,13.8,14.6,345.1,29.9,10,10,2023-01-05T05:16:54,2023-01-05T19:26:24,0.44,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94612099999,94602099999,94614099999,94608099999"
Perth,1/6/2023,30.8,18.4,24.9,29.6,18.4,24.6,11.3,45.8,0,0,0,,0,0,57.6,29.6,202,1006.1,40.1,14.1,286.9,24.9,10,10,2023-01-06T05:17:42,2023-01-06T19:26:29,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94612099999,94602099999,94614099999,94608099999"
Perth,1/7/2023,24.9,13.9,19.6,24.9,13.9,19.6,10.5,56.8,0,0,0,,0,0,45.7,23.9,189.4,1011.8,0.4,14.8,351.6,30.5,10,10,2023-01-07T05:18:30,2023-01-07T19:26:32,0.5,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/8/2023,27.2,16.1,21.7,27,16.1,21.8,12.8,58.2,0,0,0,,0,0,40,23.7,185.5,1013.2,0,14.8,340.7,29.5,10,10,2023-01-08T05:19:19,2023-01-08T19:26:34,0.54,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/9/2023,34.8,18.5,25.9,33.5,18.5,25.7,13.6,48.8,0,0,0,,0,0,60.5,23,143.1,1010,5.6,14.8,333.6,28.9,10,10,2023-01-09T05:20:09,2023-01-09T19:26:34,0.57,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94612099999,94602099999,94614099999,94608099999"
Perth,1/10/2023,32.7,20.5,25.9,31.7,20.5,25.7,15.3,54.7,0.272,100,4.17,rain,0,0,37.1,23,241.2,1007.1,38,14.3,318.5,27.5,10,10,2023-01-10T05:21:00,2023-01-10T19:26:32,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/11/2023,25.3,19.5,21.9,25.3,19.5,21.9,13.6,60.1,0,0,0,rain,0,0,32.8,22.4,218.5,1012.6,26.6,10.7,332.6,28.8,10,10,2023-01-11T05:21:51,2023-01-11T19:26:28,0.64,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"F4023,94610099999,94609099999,YPPH,95610099999,94612099999,YPJT,94602099999,94614099999,94608099999"
Perth,1/12/2023,29.5,16,23,28.9,16,22.9,14.3,60.2,0,0,0,,0,0,39.2,22.1,205.6,1012.8,0,13.6,334,29.1,10,10,2023-01-12T05:22:43,2023-01-12T19:26:23,0.67,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,1/13/2023,26.3,17.1,22.4,26.3,17.1,22.4,15.3,65,0,0,0,,0,0,61.2,26.9,193.1,1015,0.4,13.6,337.7,29.2,10,10,2023-01-13T05:23:35,2023-01-13T19:26:16,0.71,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,YPPH,YPJT,95610099999,94602099999,YPEA,94614099999,94608099999"
Perth,1/14/2023,30.9,14.8,23.2,28.9,14.8,22.7,6.8,39,0,0,0,,0,0,49.3,24.4,118.6,1018.3,0,14.8,342.5,29.4,10,10,2023-01-14T05:24:29,2023-01-14T19:26:07,0.74,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/15/2023,29.2,16.1,22.4,28.1,16.1,22.2,9.9,46.2,0,0,0,,0,0,51.5,23.6,162.4,1010.7,35.2,14.8,354,30.6,10,10,2023-01-15T05:25:22,2023-01-15T19:25:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/16/2023,23.9,16.7,20.2,23.9,16.7,20.2,11.2,57.1,0,0,0,,0,0,52.2,28.3,196.2,1011.2,22.8,13.7,332.1,28.7,10,10,2023-01-16T05:26:16,2023-01-16T19:25:44,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/17/2023,27.3,14.2,20.4,26.4,14.2,20.3,7.5,44.7,0,0,0,,0,0,51.5,23,155.1,1017.7,0.8,14.8,340.1,29.4,10,10,2023-01-17T05:27:11,2023-01-17T19:25:29,0.84,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/18/2023,30.6,15.4,23.3,28.8,15.4,22.9,7.3,37.6,0,0,0,,0,0,55.8,29.8,93,1016.5,55.9,15,324.3,28.2,10,10,2023-01-18T05:28:06,2023-01-18T19:25:13,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94612099999,94602099999,94614099999,94608099999"
Perth,1/19/2023,34,17.7,26,32.3,17.7,25.4,10.5,39.4,0,0,0,,0,0,57.6,20.6,102.3,1011.1,37.8,14.8,319.9,27.8,10,10,2023-01-19T05:29:01,2023-01-19T19:24:56,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/20/2023,35.4,20.7,28,34.2,20.7,27.6,13.4,42.3,0,0,0,,0,0,36,19.4,91.9,1009.1,22.8,15.4,302.9,26.3,10,10,2023-01-20T05:29:57,2023-01-20T19:24:36,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4023,94610099999,94609099999,95610099999,94602099999,remote,94614099999,94608099999"
Perth,1/21/2023,37.5,24.2,30.3,35.4,24.2,29.2,9.6,30.3,0,0,0,,0,0,33.1,20.5,37.4,1007.7,18.9,14.8,308.9,26.7,10,10,2023-01-21T05:30:53,2023-01-21T19:24:15,0.98,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/22/2023,30.3,22.1,26.4,30.7,22.1,26.7,16.1,55.6,0,0,0,,0,0,41.4,21.4,317.6,1008.4,10.2,13.9,339.8,29.2,10,10,2023-01-22T05:31:49,2023-01-22T19:23:52,0,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,YPPH,95610099999,YPJT,94602099999,YPEA,94614099999,94608099999"
Perth,1/23/2023,31.9,19.5,25.5,32.3,19.5,25.5,16.9,63.5,0,0,0,,0,0,28.8,18,246.8,1009.5,2.7,14,340.2,29.5,10,10,2023-01-23T05:32:45,2023-01-23T19:23:28,0.04,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/24/2023,30.5,18.5,24.7,30.7,18.5,24.8,16.9,65.3,0.031,100,4.17,rain,0,0,61.6,24.9,213.7,1009,5.8,12.8,343.5,29.8,10,10,2023-01-24T05:33:41,2023-01-24T19:23:01,0.08,Rain,Clear conditions throughout the day with morning rain.,rain,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/25/2023,30.1,18.8,24.4,29.5,18.8,24.3,13.5,51.8,0,0,0,,0,0,43.2,20.2,160.9,1013,0,14.8,332.8,28.8,10,10,2023-01-25T05:34:38,2023-01-25T19:22:34,0.11,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
Perth,1/26/2023,32.2,18.2,24.3,31.1,18.2,24.1,12.7,50.2,0,0,0,,0,0,42.5,26.8,175.8,1011.8,16.9,14.8,332.8,28.8,10,10,2023-01-26T05:35:34,2023-01-26T19:22:04,0.14,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,YPPH,95610099999,94612099999,YPJT,94602099999,94614099999,94608099999"
Perth,1/27/2023,26.1,17.2,21.7,26.1,17.2,21.7,13.6,60.1,0,0,0,,0,0,44.6,27.5,195.1,1009.7,19.3,14.6,330.8,28.8,10,10,2023-01-27T05:36:31,2023-01-27T19:21:33,0.18,Clear,Clear conditions throughout the day.,clear-day,"F4023,94610099999,94609099999,95610099999,94602099999,94614099999,94608099999"
